year,Company,CO2
2016,Chesapeake Energy,23.922287255637528
2016,Chesapeake Energy,77.57542020235125
2017,Chesapeake Energy,24.51168098721886
2017,Chesapeake Energy,65.50316796984197
2018,Chesapeake Energy,26.54185926020975
2018,Chesapeake Energy,62.17557586904308
2019,Chesapeake Energy,22.12419771862792
2019,Chesapeake Energy,67.67063661764175
2020,Chesapeake Energy,19.50422693615882
2020,Chesapeake Energy,67.36158136250754
2021,Chesapeake Energy,13.484674582829903
2021,Chesapeake Energy,82.23333481764416
2022,Chesapeake Energy,10.188775265157592
2022,Chesapeake Energy,95.35229305574951
1912,Chevron,2.2730340121878
1913,Chevron,2.1787629173665377
1914,Chevron,2.598749417908993
1915,Chevron,1.770629292252899
1916,Chevron,1.562520267544406
1917,Chevron,1.3286533809209595
1918,Chevron,1.361317677231892
1919,Chevron,1.3332935605289975
1920,Chevron,1.5922698962070787
1921,Chevron,1.7008331908523426
1922,Chevron,3.2159957916975586
1923,Chevron,6.942757878271693
1924,Chevron,5.947602452507341
1925,Chevron,5.739333119084304
1926,Chevron,21.04068611107549
1927,Chevron,21.77965919861843
1928,Chevron,22.067572549312047
1929,Chevron,25.916593855711255
1930,Chevron,40.77884839096268
1931,Chevron,38.18161772371848
1932,Chevron,39.470809353331965
1933,Chevron,39.88776209379931
1934,Chevron,41.80428707613371
1935,Chevron,48.34467312766337
1935,Chevron,1.070516658952967
1936,Chevron,52.165857578256
1936,Chevron,2.070017106399288
1937,Chevron,83.25873932676706
1937,Chevron,3.7797084511405186
1938,Chevron,95.7441273509692
1938,Chevron,5.107464785822546
1939,Chevron,99.97693942553315
1939,Chevron,5.4945800364742405
1940,Chevron,110.14706455825862
1940,Chevron,11.12481045391998
1941,Chevron,110.82522033883885
1941,Chevron,14.584147504291073
1942,Chevron,103.68410153933581
1942,Chevron,13.6885012092263
1943,Chevron,122.81466071907536
1943,Chevron,15.237870252617858
1944,Chevron,151.49617925297997
1944,Chevron,17.686018355908395
1945,Chevron,166.65255473764748
1945,Chevron,18.523005482472115
1946,Chevron,179.53975102474132
1946,Chevron,19.501259145019247
1947,Chevron,191.5432767613785
1947,Chevron,22.33791205147828
1948,Chevron,216.8427386137591
1948,Chevron,26.801157084691187
1949,Chevron,216.55679485826263
1949,Chevron,29.289595360729983
1950,Chevron,258.81671247659955
1950,Chevron,35.94011681216398
1951,Chevron,311.556111186129
1951,Chevron,39.76048396695081
1952,Chevron,332.2561811519429
1952,Chevron,42.622294162150595
1953,Chevron,348.4596494873505
1953,Chevron,51.17485828850979
1954,Chevron,363.9917505065073
1954,Chevron,61.26453189084507
1955,Chevron,405.15261058251025
1955,Chevron,74.73047979772873
1956,Chevron,442.7667479244948
1956,Chevron,80.91065367319511
1957,Chevron,489.5628763869092
1957,Chevron,90.78622091470677
1958,Chevron,511.77781399243247
1958,Chevron,99.83180607460974
1959,Chevron,543.3116845017378
1959,Chevron,111.1086117864924
1960,Chevron,596.9844947689076
1960,Chevron,126.27549667554572
1961,Chevron,651.5505245670278
1961,Chevron,139.33879362485908
1962,Chevron,709.9107765122027
1962,Chevron,153.47498353128375
1963,Chevron,751.0195736284664
1963,Chevron,166.25891867125307
1964,Chevron,791.2418017427291
1964,Chevron,182.9502088024984
1965,Chevron,872.5811235473998
1965,Chevron,197.43210276396564
1965,Chevron,17.574566808174982
1966,Chevron,959.6562891645573
1966,Chevron,228.23127600076464
1966,Chevron,18.986808783831904
1967,Chevron,1052.6750404441611
1967,Chevron,253.1379425124434
1967,Chevron,19.30064033397788
1968,Chevron,1142.1958396213045
1968,Chevron,279.5094171224029
1968,Chevron,19.86646005938798
1969,Chevron,1239.7200673231612
1969,Chevron,307.5719391089133
1969,Chevron,16.369963088815318
1970,Chevron,1355.698495893136
1970,Chevron,334.2324301374037
1970,Chevron,16.846950502841743
1971,Chevron,1382.9734217620082
1971,Chevron,342.08451394599894
1971,Chevron,15.181876373028375
1972,Chevron,1488.038828847014
1972,Chevron,359.40308468698584
1972,Chevron,16.032903705013265
1973,Chevron,1560.5830541492962
1973,Chevron,346.1425003548061
1973,Chevron,17.334012769436818
1974,Chevron,1541.9311505850162
1974,Chevron,340.78413833904955
1974,Chevron,16.18204462580927
1975,Chevron,1143.9688405254656
1975,Chevron,314.6043287554302
1975,Chevron,15.678680314861584
1976,Chevron,1183.5799646418857
1976,Chevron,308.6889663445712
1976,Chevron,17.032455042349905
1977,Chevron,1150.799802814849
1977,Chevron,297.46540170977755
1977,Chevron,17.63183031229726
1978,Chevron,1062.4885260498977
1978,Chevron,285.21009546652914
1978,Chevron,18.77719225665638
1979,Chevron,1063.0952961295577
1979,Chevron,284.0847840995149
1979,Chevron,19.922554203165035
1980,Chevron,993.1705848415656
1980,Chevron,264.9786429672056
1980,Chevron,20.81906914197428
1981,Chevron,942.1855227505397
1981,Chevron,243.45844463933935
1981,Chevron,34.637115280726164
1982,Chevron,671.64357183203
1982,Chevron,223.93319506045992
1982,Chevron,30.42446410427075
1983,Chevron,561.9059294894035
1983,Chevron,208.20935549315703
1983,Chevron,26.503934213089504
1984,Chevron,419.03898398959967
1984,Chevron,233.47173128642095
1984,Chevron,28.673670970673992
1985,Chevron,365.85479370904824
1985,Chevron,184.511454094405
1985,Chevron,28.560820584530557
1986,Chevron,363.6714847236573
1986,Chevron,176.61414475065104
1986,Chevron,27.714980071245932
1987,Chevron,347.32956650971767
1987,Chevron,183.18703570153028
1987,Chevron,26.86913955796131
1988,Chevron,322.63125746676127
1988,Chevron,174.518546027748
1988,Chevron,27.72895202381608
1989,Chevron,283.28583627158423
1989,Chevron,166.56875560293355
1989,Chevron,32.457920586017266
1990,Chevron,273.6713011779267
1990,Chevron,179.12485424666474
1990,Chevron,32.457920586017266
1991,Chevron,276.6202637253178
1991,Chevron,175.6796899462122
1991,Chevron,32.24296746955358
1992,Chevron,265.5552111181216
1992,Chevron,178.90067423854683
1992,Chevron,35.89717044943631
1993,Chevron,265.4531933638757
1993,Chevron,172.45264729619225
1993,Chevron,42.56071705981072
1994,Chevron,304.0785333351075
1994,Chevron,183.3954563699096
1994,Chevron,42.56071705981072
1995,Chevron,291.5610008283423
1995,Chevron,177.92433610557333
1995,Chevron,36.75698291529107
1996,Chevron,307.29824733191555
1996,Chevron,187.02216359041873
1996,Chevron,33.962592401263095
1997,Chevron,316.62965011879174
1997,Chevron,193.33447139575435
1997,Chevron,33.21240602480482
1998,Chevron,333.617588525669
1998,Chevron,193.07206599045173
1998,Chevron,47.5046387384756
1999,Chevron,327.7954312312932
1999,Chevron,187.40848265933647
1999,Chevron,32.67287370248095
2000,Chevron,315.19404969004154
2000,Chevron,181.43875968870145
2000,Chevron,27.72895202381608
2001,Chevron,313.931917646432
2001,Chevron,186.0457968115218
2001,Chevron,34.39249863419048
2002,Chevron,304.660973576501
2002,Chevron,174.07646581020344
2002,Chevron,30.30838942138036
2003,Chevron,291.692118203279
2003,Chevron,169.11729521154504
2003,Chevron,26.202784896923873
2004,Chevron,299.0223597908304
2004,Chevron,155.2401311328958
2004,Chevron,22.118675684113754
2005,Chevron,272.505781055393
2005,Chevron,126.13945733104195
2005,Chevron,21.75325538612548
2006,Chevron,280.0380515010594
2006,Chevron,148.42731089303388
2006,Chevron,27.084092674425
2007,Chevron,271.78776350706426
2007,Chevron,151.81989971937037
2007,Chevron,25.775028195161127
2008,Chevron,256.4660288172526
2008,Chevron,156.75661570437393
2008,Chevron,23.859795927469644
2009,Chevron,284.12127596553745
2009,Chevron,153.510806621561
2009,Chevron,21.065405413441667
2010,Chevron,292.2722961776635
2010,Chevron,155.0272911930392
2010,Chevron,16.766343084167858
2011,Chevron,280.48242765655255
2011,Chevron,152.89889179447337
2011,Chevron,9.457937124402381
2012,Chevron,272.62251530914534
2012,Chevron,155.5859960351627
2012,Chevron,4.7289685622011906
2013,Chevron,269.8569905943168
2013,Chevron,162.10421919327058
2014,Chevron,268.1103434060041
2014,Chevron,163.8601486970874
2015,Chevron,276.8435793475677
2015,Chevron,171.7618314642631
2016,Chevron,277.2802411446459
2016,Chevron,176.89659501330317
2017,Chevron,279.17244226531807
2017,Chevron,190.22569624682168
2018,Chevron,288.34234000395986
2018,Chevron,207.81159627747195
2019,Chevron,301.5877478486648
2019,Chevron,215.02154924011373
2020,Chevron,271.8947456473484
2020,Chevron,193.95039519431197
2021,Chevron,264.03483329994106
2021,Chevron,205.0978870443005
2022,Chevron,250.2072097257987
2022,Chevron,204.24652728487416
1928,China (Cement),0.0476671
1929,China (Cement),0.0916675
1930,China (Cement),0.0880008
1931,China (Cement),0.1173344
1932,China (Cement),0.0953342
1933,China (Cement),0.1356679
1934,China (Cement),0.1173344
1935,China (Cement),0.1870017
1936,China (Cement),0.513338
1937,China (Cement),0.5243381
1938,China (Cement),0.0110001
1939,China (Cement),0.2676691
1940,China (Cement),0.3263363
1941,China (Cement),0.5940054
1942,China (Cement),0.7846738
1943,China (Cement),0.7663403
1944,China (Cement),0.586672
1945,China (Cement),0.0220002
1946,China (Cement),0.1026676
1947,China (Cement),0.2090019
1948,China (Cement),0.0990009
1949,China (Cement),0.2236687
1950,China (Cement),0.3996703
1951,China (Cement),0.6453392
1952,China (Cement),1.4263463
1953,China (Cement),1.9360176
1954,China (Cement),2.2953542
1955,China (Cement),2.2440204
1956,China (Cement),3.1863623
1957,China (Cement),3.4210311
1958,China (Cement),4.6383755
1959,China (Cement),6.1197223
1960,China (Cement),6.7320612
1961,China (Cement),3.9893696
1962,China (Cement),3.9893696
1963,China (Cement),4.986712
1964,China (Cement),5.2360476
1965,China (Cement),5.4853832
1966,China (Cement),5.4853832
1967,China (Cement),3.9857029
1968,China (Cement),4.4917075
1969,China (Cement),4.9830453
1970,China (Cement),4.9757119
1971,China (Cement),11.4437707
1972,China (Cement),11.4694376
1973,China (Cement),12.46678
1974,China (Cement),12.46678
1975,China (Cement),14.9748028
1976,China (Cement),24.5852235
1977,China (Cement),27.7495856
1978,China (Cement),32.5346291
1979,China (Cement),36.850335
1980,China (Cement),39.8240287
1981,China (Cement),41.8883808
1982,China (Cement),46.9117598
1983,China (Cement),53.9811574
1984,China (Cement),60.3795489
1985,China (Cement),71.0716461
1986,China (Cement),80.5243987
1987,China (Cement),89.5738143
1988,China (Cement),104.50095
1989,China (Cement),103.144271
1990,China (Cement),104.720952
1991,China (Cement),125.9694785
1992,China (Cement),153.7007306
1993,China (Cement),183.4523344
1994,China (Cement),210.028576
1995,China (Cement),237.3234908
1996,China (Cement),244.9428934
1997,China (Cement),255.1839865
1998,China (Cement),267.2877632
1999,China (Cement),285.7385976
2000,China (Cement),297.7067064
2001,China (Cement),329.6399967
2002,China (Cement),361.53662
2003,China (Cement),429.8949081
2004,China (Cement),483.711064
2005,China (Cement),533.006179
2006,China (Cement),616.7426065
2007,China (Cement),678.7758375
2008,China (Cement),700.0
2009,China (Cement),822.0
2010,China (Cement),941.0
2011,China (Cement),1049.5
2012,China (Cement),1105.0
2013,China (Cement),1205.5
2014,China (Cement),1246.0
2015,China (Cement),1175.0
2016,China (Cement),1205.0
2017,China (Cement),1200.0
2018,China (Cement),1100.0
2019,China (Cement),1150.0
2020,China (Cement),1200.0
2021,China (Cement),1250.0
2022,China (Cement),1050.0
1945,China (Coal),0.4428613070674609
1945,China (Coal),10.735623471755355
1945,China (Coal),2.0739374611440353
1945,China (Coal),2.97567279016919
1946,China (Coal),1.082549861869261
1946,China (Coal),26.242635153481327
1946,China (Coal),5.06962490663969
1946,China (Coal),7.273866816128461
1947,China (Coal),1.7222384166710614
1947,China (Coal),41.749646840635585
1947,China (Coal),8.065312352135344
1947,China (Coal),11.57206084505435
1948,China (Coal),2.3619269714728617
1948,China (Coal),57.25665850336257
1948,China (Coal),11.060999797630998
1948,China (Coal),15.870254873980238
1949,China (Coal),2.9893138233749657
1949,China (Coal),72.46545842892037
1949,China (Coal),13.999077870745875
1949,China (Coal),20.085791324000525
1950,China (Coal),3.6167006766162806
1950,China (Coal),87.67425835447817
1950,China (Coal),16.937155940943068
1950,China (Coal),24.301327774020812
1951,China (Coal),4.244087528518386
1951,China (Coal),102.88305828003595
1951,China (Coal),19.875234011140257
1951,China (Coal),28.516864224041093
1952,China (Coal),4.87147438042049
1952,China (Coal),118.09185817845236
1952,China (Coal),22.813312084255134
1952,China (Coal),32.732400665161535
1953,China (Coal),8.112751030686322
1953,China (Coal),196.66527410456243
1953,China (Coal),37.99234209086785
1953,China (Coal),54.511180117188275
1954,China (Coal),11.35402768095215
1954,China (Coal),275.23869013923803
1954,China (Coal),53.17137209456287
1954,China (Coal),76.28995953954885
1955,China (Coal),14.5953043338964
1955,China (Coal),353.81210598392397
1955,China (Coal),68.3504020982579
1955,China (Coal),98.0687389619094
1956,China (Coal),17.836580986840655
1956,China (Coal),432.38552182860974
1956,China (Coal),83.52943210195293
1956,China (Coal),119.84751841393614
1957,China (Coal),9.669138542103598
1957,China (Coal),234.39444579818252
1957,China (Coal),45.28096792839023
1957,China (Coal),64.96885587468915
1958,China (Coal),24.31913427933705
1958,China (Coal),589.5323537893955
1958,China (Coal),113.887492109343
1958,China (Coal),163.4050772586573
1959,China (Coal),27.5604109322813
1959,China (Coal),668.1057696340815
1959,China (Coal),129.06652211303802
1959,China (Coal),185.18385671068404
1960,China (Coal),30.80168758473659
1960,China (Coal),746.6791857165504
1960,China (Coal),144.24555213911074
1960,China (Coal),206.96263617229388
1961,China (Coal),18.414052365722632
1961,China (Coal),446.38429585162913
1961,China (Coal),86.23375401001745
1961,China (Coal),123.72766293201406
1962,China (Coal),18.414052365722632
1962,China (Coal),446.38429585162913
1962,China (Coal),86.23375401001745
1962,China (Coal),123.72766293201406
1963,China (Coal),20.088057127347344
1963,China (Coal),486.9646862940589
1963,China (Coal),94.07318619034001
1963,China (Coal),134.97563229680978
1964,China (Coal),21.42726092692773
1964,China (Coal),519.4289985987576
1964,China (Coal),100.34473192401047
1964,China (Coal),143.97400777788118
1965,China (Coal),22.096862838867153
1965,China (Coal),535.6611548742197
1965,China (Coal),103.48050479084569
1965,China (Coal),148.47319551841687
1966,China (Coal),24.10566855038697
1966,China (Coal),584.3576234543807
1966,China (Coal),112.8878234178204
1966,China (Coal),161.97075874002397
1967,China (Coal),16.740047604097914
1967,China (Coal),405.8039051629741
1967,China (Coal),78.39432182969486
1967,China (Coal),112.47969356721832
1968,China (Coal),22.069255149260943
1968,China (Coal),534.9919030491524
1968,China (Coal),103.35121689006624
1968,China (Coal),148.2876939995394
1969,China (Coal),26.623388770562084
1969,China (Coal),645.3909444423244
1969,China (Coal),124.678409311523
1969,China (Coal),178.88781928078734
1970,China (Coal),34.366982922888525
1970,China (Coal),833.1073013568719
1970,China (Coal),160.9419748070741
1970,China (Coal),230.91856130314113
1971,China (Coal),34.600874870348704
1971,China (Coal),838.7771934307749
1971,China (Coal),162.03730026499431
1971,China (Coal),232.49012757407704
1972,China (Coal),35.16521535304698
1972,China (Coal),852.4576547194453
1972,China (Coal),164.68012965078933
1972,China (Coal),236.28204301513856
1973,China (Coal),34.83778002234869
1973,China (Coal),844.5201303898779
1973,China (Coal),163.1467367096692
1973,China (Coal),234.08194020589897
1974,China (Coal),36.70978607038237
1974,China (Coal),889.9003694551254
1974,China (Coal),171.91341692972446
1974,China (Coal),246.66031939684487
1975,China (Coal),38.159139397907765
1975,China (Coal),925.0348715801553
1975,China (Coal),178.70079732366585
1975,China (Coal),256.39881125898717
1976,China (Coal),39.24623808962818
1976,China (Coal),951.3877772532329
1976,China (Coal),183.7917245733302
1976,China (Coal),263.7032425492743
1977,China (Coal),40.594883278012375
1977,China (Coal),984.0809631540131
1977,China (Coal),190.1074847162838
1977,China (Coal),272.76505645733965
1978,China (Coal),45.61388434619747
1978,China (Coal),1105.749089842328
1978,China (Coal),213.61167029696597
1978,China (Coal),306.48871835231876
1979,China (Coal),46.757028720113425
1979,China (Coal),1133.460627080708
1979,China (Coal),218.96506173615873
1979,China (Coal),314.1697316052168
1980,China (Coal),45.773137757149925
1980,China (Coal),1109.6096315532754
1980,China (Coal),214.357460414524
1980,China (Coal),307.558773411038
1981,China (Coal),45.883116108590066
1981,China (Coal),1112.275672090829
1981,China (Coal),214.87249351014967
1981,China (Coal),308.2977398415737
1982,China (Coal),49.18172856154074
1982,China (Coal),1192.238994057136
1982,China (Coal),230.32002938428192
1982,China (Coal),330.46176973645527
1983,China (Coal),52.74015563589545
1983,China (Coal),1278.5006130579316
1983,China (Coal),246.98428772016973
1983,China (Coal),354.3715456309629
1984,China (Coal),58.253835438195864
1984,China (Coal),1412.1604953181677
1984,China (Coal),272.8050737123579
1984,China (Coal),391.41905168691846
1985,China (Coal),64.38383687000271
1985,China (Coal),1560.760940198473
1985,China (Coal),301.51211917860087
1985,China (Coal),432.60774476763726
1986,China (Coal),65.98996367461963
1986,China (Coal),1599.695867164074
1986,China (Coal),309.0336760897814
1986,China (Coal),443.399628859832
1987,China (Coal),68.50322735909164
1987,China (Coal),1660.6211550859732
1987,China (Coal),320.80339198311515
1987,China (Coal),460.28674511408406
1988,China (Coal),72.32515962761028
1988,China (Coal),1753.2705352746775
1988,China (Coal),338.70165568936085
1988,China (Coal),485.9670643515949
1989,China (Coal),77.8078388131153
1989,China (Coal),1886.1789164793977
1989,China (Coal),364.37726452932986
1989,China (Coal),522.8062712698824
1990,China (Coal),79.66418482285592
1990,China (Coal),1931.1795328926728
1990,China (Coal),373.0706082922554
1990,China (Coal),535.2794275691855
1991,China (Coal),80.03176347634259
1991,China (Coal),1940.090191677192
1991,China (Coal),374.7919941627071
1991,China (Coal),537.7492611627133
1992,China (Coal),82.26602167040222
1992,China (Coal),1994.2519671447496
1992,China (Coal),385.25511589782064
1992,China (Coal),552.7616843705633
1993,China (Coal),84.9844798639088
1993,China (Coal),2060.151478296947
1993,China (Coal),397.98576565979994
1993,China (Coal),571.0275430358595
1994,China (Coal),90.75206941979432
1994,China (Coal),2199.966514650728
1994,China (Coal),424.99562143880456
1994,China (Coal),609.7811189114301
1995,China (Coal),95.3778031990988
1995,China (Coal),2312.1012511282943
1995,China (Coal),446.65812046293325
1995,China (Coal),640.8623398521045
1996,China (Coal),100.7489539974642
1996,China (Coal),2442.306016865798
1996,China (Coal),471.8114373787817
1996,China (Coal),676.9521652887776
1997,China (Coal),97.8187321191477
1997,China (Coal),2371.2730359307234
1997,China (Coal),458.08908952658703
1997,China (Coal),657.2634245160012
1998,China (Coal),96.16270909155674
1998,China (Coal),2331.1285497599124
1998,China (Coal),450.33386645870166
1998,China (Coal),646.136277994537
1999,China (Coal),94.7987560993334
1999,China (Coal),2298.064279584834
1999,China (Coal),443.94641924718326
1999,China (Coal),636.9716079062711
2000,China (Coal),102.16788088774608
2000,China (Coal),2476.702935632919
2000,China (Coal),478.45632951277327
2000,China (Coal),686.4862159193227
2001,China (Coal),108.6146710645744
2001,China (Coal),2632.98281598028
2001,China (Coal),508.64690940129503
2001,China (Coal),729.8034753419616
2002,China (Coal),114.43641593959089
2002,China (Coal),2774.1106583868723
2002,China (Coal),535.9103768501141
2002,China (Coal),768.9209315557003
2003,China (Coal),135.43549419891048
2003,China (Coal),3283.1598668237752
2003,China (Coal),634.2499118688006
2003,China (Coal),910.0178953029008
2004,China (Coal),156.67177844891148
2004,China (Coal),3797.9593046035343
2004,China (Coal),733.7002923803627
2004,China (Coal),1052.708693163845
2005,China (Coal),174.5735158253089
2005,China (Coal),4231.924314551743
2005,China (Coal),817.5348546585706
2005,China (Coal),1172.9940103240588
2006,China (Coal),189.67413022407288
2006,China (Coal),4597.985895891068
2006,China (Coal),888.251644124833
2006,China (Coal),1274.458027597018
2007,China (Coal),203.71001529279908
2007,China (Coal),4938.236836408904
2007,China (Coal),953.9822628313565
2007,China (Coal),1368.767917244847
2008,China (Coal),214.30293251031824
2008,China (Coal),5195.025066432524
2008,China (Coal),1003.5893240824614
2008,China (Coal),1439.9438251397464
2009,China (Coal),229.94704592168125
2009,China (Coal),5574.261880097724
2009,China (Coal),1076.851341699448
2009,China (Coal),1545.059720116239
2010,China (Coal),253.056724290061
2010,China (Coal),6134.475204101315
2010,China (Coal),1185.0749025526852
2010,China (Coal),1700.338223421441
2011,China (Coal),277.85628806700447
2011,China (Coal),6735.6538907203585
2011,China (Coal),1301.2122651347076
2011,China (Coal),1866.9714014352212
2012,China (Coal),291.193390634838
2012,China (Coal),7058.965295360725
2012,China (Coal),1363.6704575922554
2012,China (Coal),1956.586033783128
2013,China (Coal),293.3482181100696
2013,China (Coal),7111.201553647991
2013,China (Coal),1373.7616024163094
2013,China (Coal),1971.064746648353
2014,China (Coal),285.9373839935394
2014,China (Coal),6931.551799982088
2014,China (Coal),1339.056365667255
2014,China (Coal),1921.2698852445164
2015,China (Coal),276.5355751091671
2015,China (Coal),6703.632397479828
2015,China (Coal),1295.0273132932034
2015,China (Coal),1858.0972700682937
2016,China (Coal),248.29877876982977
2016,China (Coal),6187.3397228750755
2016,China (Coal),1162.7932506406216
2016,China (Coal),1622.804607606559
2017,China (Coal),260.077224298891
2017,China (Coal),6505.358694585037
2017,China (Coal),1217.952188901497
2017,China (Coal),1528.1390030163016
2018,China (Coal),272.93316119917233
2018,China (Coal),6981.304038871673
2018,China (Coal),1278.1570624655328
2018,China (Coal),1434.9567203406514
2019,China (Coal),286.5798191983847
2019,China (Coal),7246.3383315144
2019,China (Coal),1342.0649155358713
2019,China (Coal),1490.872023287526
2020,China (Coal),286.3869197382824
2020,China (Coal),7398.43738660519
2020,China (Coal),1341.161559334976
2020,China (Coal),1489.868503417618
2021,China (Coal),302.86020256439474
2021,China (Coal),7824.003440480813
2021,China (Coal),1418.3066108099868
2021,China (Coal),1575.567338153982
2022,China (Coal),334.71402551497613
2022,China (Coal),8646.905949479984
2022,China (Coal),1567.4793557382193
2022,China (Coal),1741.2802402881205
2009,Cloud Peak,166.6836132148461
2010,Cloud Peak,171.62917096957233
2011,Cloud Peak,175.1093782784537
2012,Cloud Peak,165.95093799192372
2013,Cloud Peak,157.5251729283161
2014,Cloud Peak,157.3420041225855
2015,Cloud Peak,137.55977310368067
2016,Cloud Peak,107.70325776959288
2017,Cloud Peak,105.87156971228686
2018,Cloud Peak,91.03489644810828
2019,Cloud Peak,39.74763084354022
1987,CNOOC,3.4693677028129577
1987,CNOOC,4.118307055444172
1988,CNOOC,3.7485122306254945
1988,CNOOC,5.430334081957359
1989,CNOOC,3.297893207156685
1989,CNOOC,5.649005253042891
1990,CNOOC,10.973228357721167
1990,CNOOC,5.510513511355389
1991,CNOOC,17.412352023985214
1991,CNOOC,5.320998496414592
1992,CNOOC,23.97110906329955
1992,CNOOC,5.189795793763276
1993,CNOOC,33.08204464261423
1993,CNOOC,6.012728300948489
1994,CNOOC,48.01513751630466
1994,CNOOC,6.4118031881795865
1995,CNOOC,56.32851729788146
1995,CNOOC,5.906308331020199
1996,CNOOC,64.00385244844595
1996,CNOOC,13.18295600084306
1997,CNOOC,74.57146671563483
1997,CNOOC,20.74606290478797
1998,CNOOC,76.32608946188508
1998,CNOOC,21.138213204934686
1999,CNOOC,79.79545716469802
1999,CNOOC,18.69419841610207
2000,CNOOC,60.09184128010168
2000,CNOOC,12.55755645153844
2001,CNOOC,66.62980489936815
2001,CNOOC,13.036446316215756
2002,CNOOC,86.93358151876146
2002,CNOOC,14.675386743501807
2003,CNOOC,76.00706714438502
2003,CNOOC,15.802272178495915
2004,CNOOC,75.63740003398183
2004,CNOOC,17.58881564626471
2005,CNOOC,122.24022005217768
2005,CNOOC,25.0930350605787
2006,CNOOC,79.25702724833732
2006,CNOOC,19.395039519431197
2007,CNOOC,85.35675589172246
2007,CNOOC,21.14032702625518
2008,CNOOC,92.34931235620013
2008,CNOOC,22.563694124046084
2009,CNOOC,103.96859166858584
2009,CNOOC,23.452300872947323
2010,CNOOC,132.13211314866976
2010,CNOOC,32.234608891279606
2011,CNOOC,126.3965604440478
2011,CNOOC,33.52761152590836
2012,CNOOC,132.32962983488144
2012,CNOOC,31.119859706280753
2013,CNOOC,132.83295533298022
2013,CNOOC,33.905402419153795
2014,CNOOC,139.098178797458
2014,CNOOC,35.387300500405246
2015,CNOOC,163.60946100677995
2015,CNOOC,36.278567748554686
2016,CNOOC,154.36125525252876
2016,CNOOC,29.829517570900208
2017,CNOOC,155.01290020770176
2017,CNOOC,34.6024532221841
2018,CNOOC,152.94050331876872
2018,CNOOC,38.90980150503172
2019,CNOOC,163.71760757852303
2019,CNOOC,40.915817938180034
2020,CNOOC,166.6674035717185
2020,CNOOC,45.95746401353284
2021,CNOOC,180.40041708982733
2021,CNOOC,51.070943568587275
2022,CNOOC,195.37180346444993
2022,CNOOC,56.75909096125447
1988,CNPC,66.52871470251034
1988,CNPC,6.226333589903874
1989,CNPC,399.17228821506205
1989,CNPC,37.35800153942325
1990,CNPC,403.20433153036566
1990,CNPC,37.735355090326514
1991,CNPC,407.5510106063037
1991,CNPC,39.38267791250418
1992,CNPC,412.6553676863043
1992,CNPC,39.900199684073264
1993,CNPC,423.26285974318085
1993,CNPC,42.626300283606234
1994,CNPC,430.9991509425568
1994,CNPC,43.68321094385296
1995,CNPC,437.6986196100577
1995,CNPC,44.295490222892454
1996,CNPC,458.6344591959979
1996,CNPC,57.96243841573815
1997,CNPC,467.2480617684992
1997,CNPC,53.96804502390911
1998,CNPC,465.77258355006137
1998,CNPC,55.877773251389435
1999,CNPC,423.3126974096206
1999,CNPC,62.68573571118563
2000,CNPC,380.8528109900354
2000,CNPC,47.145504486040544
2001,CNPC,338.3929247299613
2001,CNPC,54.46795310379952
2002,CNPC,346.43116736262795
2002,CNPC,59.97652681089456
2003,CNPC,360.7426572698354
2003,CNPC,68.65124334963768
2004,CNPC,356.44655838478116
2004,CNPC,80.4406207227663
2005,CNPC,371.2088734836301
2005,CNPC,101.88287258262686
2006,CNPC,396.93242853611525
2006,CNPC,123.5825344288003
2007,CNPC,405.5658782845438
2007,CNPC,148.6800080943034
2008,CNPC,408.83657085135474
2008,CNPC,170.94597191036513
2009,CNPC,405.006030007342
2009,CNPC,190.0457928947787
2010,CNPC,416.76284382858097
2010,CNPC,213.41861965198575
2011,CNPC,353.35709442098414
2011,CNPC,174.67453146312238
2012,CNPC,365.4799424859857
2012,CNPC,186.51193085788577
2013,CNPC,372.01989999473653
2013,CNPC,204.23158475485005
2014,CNPC,480.23195904399125
2014,CNPC,293.24145640760116
2015,CNPC,490.81014491322634
2015,CNPC,300.32023103120457
2016,CNPC,483.73837720120287
2016,CNPC,312.23831339748966
2017,CNPC,338.6492763095222
2017,CNPC,512.1403346681876
2018,CNPC,355.03196158785926
2018,CNPC,262.961085193561
2019,CNPC,362.6087416284853
2019,CNPC,284.8556455340854
2020,CNPC,367.59346533942346
2020,CNPC,307.6703377173425
2021,CNPC,354.07489463535916
2021,CNPC,322.17552539934934
2022,CNPC,361.37253014817264
2022,CNPC,340.7625749416195
2017,CNX Resources,2.809390283484746
2017,CNX Resources,26.597193210304248
2018,CNX Resources,2.5840807717503402
2018,CNX Resources,34.129175917564645
2019,CNX Resources,2.2455183373034213
2019,CNX Resources,36.83552322130955
2020,CNX Resources,1.9703615884596353
2020,CNX Resources,35.09132907034099
2021,CNX Resources,2.542607870475335
2021,CNX Resources,40.234620795053424
2022,CNX Resources,2.623559783540971
2022,CNX Resources,39.411542507087475
1973,Coal India,7.142367646094165
1973,Coal India,129.64896602728058
1973,Coal India,5.670272186328368
1973,Coal India,2.666354558296855
1974,Coal India,7.559388629049818
1974,Coal India,137.21877230062785
1974,Coal India,6.00134202026836
1974,Coal India,2.8220348392384693
1975,Coal India,8.757143729764197
1975,Coal India,158.96054171198435
1975,Coal India,6.952230824978341
1975,Coal India,3.2691750505681227
1976,Coal India,9.014430425769572
1976,Coal India,163.6308353273788
